chembl_id	accession	pref_name	organism	l1	l2	l3	l4	l5	l6	l7	l8
CHEMBL5076	Q9JI35	Histamine H3 receptor	Cavia porcellus	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Histamine receptor			
CHEMBL1075305	Q9JIA7	Sphingosine kinase 2	Mus musculus	Enzyme							
CHEMBL1075172	Q9JII9	C-X-C chemokine receptor type 3	Rattus norvegicus	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Chemokine receptor	CXC chemokine receptor			
CHEMBL1287611	Q9JIM1	Equilibrative nucleoside transporter 1	Mus musculus	Unclassified protein							
CHEMBL2073714	Q9JIP7	Solute carrier family 15 member 1	Mus musculus	Unclassified protein							
CHEMBL2176791	Q9JIS7	Voltage-dependent L-type calcium channel subunit alpha-1F	Mus musculus	Unclassified protein							
CHEMBL3259508	Q9JIY5	Serine protease HTRA2, mitochondrial	Mus musculus	Enzyme							
CHEMBL2094116	Q9JJ16	Serotonin 3 (5-HT3) receptor	Rattus norvegicus	Ion channel	Ligand-gated ion channel	5HT3 receptor					
CHEMBL2094123	Q9JJ16	Serotonin (5-HT) receptor	Rattus norvegicus	Ion channel	Ligand-gated ion channel	5HT3 receptor					
CHEMBL2109240	Q9JJ74	Calcitonin-gene-related peptide receptor; CALCRL/RAMP1	Rattus norvegicus	Other membrane protein							
CHEMBL1255164	Q9JJJ7	Probable protein-cysteine N-palmitoyltransferase porcupine	Mus musculus	Enzyme							
CHEMBL2176849	Q9JJX6	P2X purinoceptor 4	Mus musculus	Unclassified protein							
CHEMBL3621034	Q9JK96	Potassium voltage-gated channel subfamily KQT member 4	Rattus norvegicus	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel				
CHEMBL3403	Q9JKC1	Butyrylcholinesterase	Rattus norvegicus	Enzyme							
CHEMBL2111475	Q9JKC1	Acetylcholinesterase and butyrylcholinesterase (AChE and BChE)	Rattus norvegicus	Enzyme							
CHEMBL1949486	Q9JKL1	Prokineticin receptor 1	Mus musculus	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Peptide growth factor receptor (family A GPCR)	Prokineticin receptor			
CHEMBL5796	Q9JKS8	Alkaline phosphatase	Rattus norvegicus	Enzyme							
CHEMBL3638357	Q9JL18	Beta-secretase 2	Mus musculus	Enzyme	Hydrolase						
CHEMBL3461	Q9JLB5	Neuronal acetylcholine receptor protein alpha-10 subunit	Rattus norvegicus	Ion channel	Ligand-gated ion channel	Nicotinic acetylcholine receptor	Nicotinic acetylcholine receptor alpha subunit				
CHEMBL2094110	Q9JLB5	Neuronal acetylcholine receptor	Rattus norvegicus	Ion channel	Ligand-gated ion channel	Nicotinic acetylcholine receptor	Nicotinic acetylcholine receptor alpha subunit				
CHEMBL3038462	Q9JLB5	Nicotinic acetylcholine receptor alpha9/alpha10	Rattus norvegicus	Ion channel	Ligand-gated ion channel	Nicotinic acetylcholine receptor	Nicotinic acetylcholine receptor alpha subunit				
CHEMBL2094133	Q9JLF1	GABA-A receptor; anion channel	Mus musculus	Ion channel	Ligand-gated ion channel	GABA-A receptor					
CHEMBL1255165	Q9JLN9	Serine/threonine-protein kinase mTOR	Mus musculus	Enzyme							
CHEMBL5499	Q9JLY8	C-C chemokine receptor type 1	Rattus norvegicus	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Chemokine receptor	CC chemokine receptor			
CHEMBL2046261	Q9JM51	Prostaglandin E synthase	Mus musculus	Enzyme							
CHEMBL3637781	Q9JMA7	Cytochrome P450 3A	Mus musculus	Enzyme	Cytochrome P450	Cytochrome P450 family 3	Cytochrome P450 family 3A				
CHEMBL5797	Q9JMD7	High affinity choline transporter 1	Rattus norvegicus	Unclassified protein							
CHEMBL1795101	Q9JN24	Peptide deformylase	Escherichia coli	Unclassified protein							
CHEMBL1938218	Q9JZ55	2-dehydro-3-deoxyphosphooctonate aldolase	Neisseria meningitidis serogroup B (strain MC58)	Enzyme							
CHEMBL5798	Q9K2N0	Beta-lactamase VIM-2	Pseudomonas aeruginosa	Unclassified protein							
CHEMBL1287596	Q9K578	FEZ-1 protein	Fluoribacter gormanii	Unclassified protein							
CHEMBL2331069	Q9KID9	FkbO	Streptomyces hygroscopicus subsp. ascomyceticus	Unclassified protein							
CHEMBL1921662	Q9KM66	CAI-1 autoinducer sensor kinase/phosphatase CqsS	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	Enzyme							
CHEMBL1250374	Q9KPI8	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	Enzyme							
CHEMBL1075035	Q9KU37	Beta-hexosaminidase	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	Enzyme							
CHEMBL2439945	Q9KVZ7	Type-2 restriction enzyme XhoI	Xanthomonas vasicola	Enzyme							
CHEMBL3097983	Q9L4Q3	Proline racemase	Clostridium sticklandii	Unclassified protein							
CHEMBL1287630	Q9L5C7	Beta-lactamase CTX-M-14	Escherichia coli	Unclassified protein							
CHEMBL5280	Q9LGC6	Alpha-glucosidase	Oryza sativa Japonica Group	Enzyme							
CHEMBL4264	Q9LM02	24-sterol C-methyltransferase	Arabidopsis thaliana	Enzyme							
CHEMBL2242731	Q9M629	Protoporphyrinogen IX oxidase	Zea mays	Enzyme	Oxidoreductase						
CHEMBL1075057	Q9M7N7	Strictosidine beta-glucosidase	Catharanthus roseus	Enzyme							
CHEMBL1932907	Q9M9Z2	Probable thylakoidal processing peptidase 2, chloroplastic	Arabidopsis thaliana	Enzyme							
CHEMBL2242739	Q9MAM3	3-ketoacyl-CoA synthase 1	Arabidopsis thaliana	Enzyme	Transferase						
CHEMBL2176850	Q9MYJ9	Chemokine receptor	Oryctolagus cuniculus	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Chemokine receptor	CC chemokine receptor			
CHEMBL2974	Q9MYM4	Alpha-glucosidase	Bos taurus	Enzyme							
CHEMBL5799	Q9MYW9	Mu-type opioid receptor	Macaca mulatta	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Opioid receptor			
CHEMBL5453	Q9MYX0	Serotonin transporter	Macaca mulatta	Transporter	Electrochemical transporter	SLC superfamily of solute carriers	SLC06 neurotransmitter transporter family				
CHEMBL2981	Q9MYX2	Carnitine palmitoyltransferase 1A	Sus scrofa	Enzyme							
CHEMBL2259248	Q9N0W7	Endothelin B receptor	Oryctolagus cuniculus	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Endothelin receptor			
CHEMBL1770045	Q9N1E2	Glucose-6-phosphate isomerase	Oryctolagus cuniculus	Enzyme							
CHEMBL5077	Q9N1N9	Butyrylcholinesterase	Equus caballus	Enzyme							
CHEMBL2304408	Q9N2B7	Serotonin 1b (5-HT1b) receptor	Gorilla gorilla	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor			
CHEMBL1795182	Q9N623	Chloroquine resistance transporter	Plasmodium falciparum	Unclassified protein							
CHEMBL5800	Q9N6S8	Falcipain 2	Plasmodium falciparum	Unclassified protein							
CHEMBL1697672	Q9NAW2	Falcipain 2	Plasmodium falciparum	Unclassified protein							
CHEMBL1697661	Q9NAW4	Cysteine protease falcipain-3	Plasmodium falciparum	Unclassified protein							
CHEMBL4510	Q9NBA7	Cysteine protease falcipain-3	Plasmodium falciparum	Enzyme	Protease	Cysteine protease	Cysteine protease CA clan	Cysteine protease C1A family			
CHEMBL5801	Q9NBD4	Cysteine protease falcipain-2	Plasmodium falciparum	Unclassified protein							
CHEMBL2366513	Q9NFN6	Glutamate--cysteine ligase	Onchocerca volvulus	Enzyme	Ligase						
CHEMBL5803	Q9NFS5	Spermidine synthase	Plasmodium falciparum	Enzyme							
CHEMBL3350224	Q9NFX8	Nicotinic acetylcholine receptor	Myzus persicae	Unclassified protein							
CHEMBL2366519	Q9NG02	G-protein coupled receptor	Apis mellifera	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Trace amine receptor			
CHEMBL6193	Q9NJG8	DNA topoisomerase I	Leishmania donovani donovani	Unclassified protein							
CHEMBL2366514	Q9NJH6	Ace-orthologous acetylcholinesterase	Nephotettix cincticeps	Unclassified protein							
CHEMBL2403	Q9NNW7	Thioredoxin reductase 2	Homo sapiens	Enzyme							
CHEMBL2096978	Q9NNW7	Thioredoxin reductase	Homo sapiens	Enzyme							
CHEMBL1795114	Q9NNX6	CD209 antigen	Homo sapiens	Unclassified protein							
CHEMBL3217401	Q9NP31	SH2 domain-containing protein 2A	Homo sapiens	Unclassified protein							
CHEMBL4716	Q9NP56	Phosphodiesterase 7B	Homo sapiens	Enzyme	Phosphodiesterase	Phosphodiesterase 7	Phosphodiesterase 7B				
CHEMBL2111411	Q9NP56	Phosphodiesterase 7	Homo sapiens	Enzyme	Phosphodiesterase	Phosphodiesterase 7	Phosphodiesterase 7B				
CHEMBL2363066	Q9NP56	3',5'-cyclic phosphodiesterase	Homo sapiens	Enzyme	Phosphodiesterase	Phosphodiesterase 7	Phosphodiesterase 7B				
CHEMBL2007630	Q9NP58	ATP-binding cassette sub-family B member 6, mitochondrial	Homo sapiens	Transporter	Primary active transporter	ATP-binding cassette	ABCB subfamily				
CHEMBL3392948	Q9NP59	Solute carrier family 40 member 1	Homo sapiens	Transporter	Electrochemical transporter	SLC superfamily of solute carriers	SLC40 iron transporter				
CHEMBL3317331	Q9NP77	RNA polymerase II subunit A C-terminal domain phosphatase SSU72	Homo sapiens	Unclassified protein							
CHEMBL1293189	Q9NP78	ATP-binding cassette sub-family B member 9	Homo sapiens	Transporter	Primary active transporter	ATP-binding cassette	ABCB subfamily				
CHEMBL2189126	Q9NP80	Calcium-independent phospholipase A2-gamma	Homo sapiens	Enzyme							
CHEMBL1914260	Q9NP87	DNA-directed DNA/RNA polymerase mu	Homo sapiens	Enzyme							
CHEMBL1697674	Q9NP99	Triggering receptor expressed on myeloid cells 1	Homo sapiens	Unclassified protein							
CHEMBL1795103	Q9NPA2	Matrix metalloproteinase-25	Homo sapiens	Enzyme							
CHEMBL3191	Q9NPC1	Leukotriene B4 receptor 2	Homo sapiens	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Lipid-like ligand receptor (family A GPCR)	Leukotriene receptor			
CHEMBL2095160	Q9NPC1	Leukotriene B4 receptor	Homo sapiens	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Lipid-like ligand receptor (family A GPCR)	Leukotriene receptor			
CHEMBL2321614	Q9NPC2	Potassium channel subfamily K member 9	Homo sapiens	Ion channel	Voltage-gated ion channel	Potassium channels	Two-pore domain potassium channel				
CHEMBL1743121	Q9NPD5	Solute carrier organic anion transporter family member 1B3	Homo sapiens	Transporter	Electrochemical transporter	SLC superfamily of solute carriers	SLC21/SLCO family of organic anion transporting polypeptides				
CHEMBL2364154	Q9NPF7	Interleukin-23	Homo sapiens	Secreted protein							
CHEMBL1250375	Q9NPH5	NADPH oxidase 4	Homo sapiens	Enzyme							
CHEMBL3085622	Q9NPI1	Bromodomain-containing protein 7	Homo sapiens	Epigenetic regulator	Reader	Bromodomain					
CHEMBL2157856	Q9NPI8	Fanconi anemia group F protein	Homo sapiens	Unclassified protein							
CHEMBL3559386	Q9NQ25	SLAM family member 7	Homo sapiens	Unclassified protein							
CHEMBL4034	Q9NQ66	Phospholipase C-beta-1	Homo sapiens	Enzyme							
CHEMBL3038511	Q9NQB0	TCF4/beta-catenin	Homo sapiens	Unclassified protein							
CHEMBL1795176	Q9NQR1	N-lysine methyltransferase SETD8	Homo sapiens	Epigenetic regulator	Writer	Protein methyltransferase	SET domain				
CHEMBL3430907	Q9NQS7	Aurora kinase B/Inner centromere protein	Homo sapiens	Other nuclear protein							
CHEMBL4311	Q9NQU5	Serine/threonine-protein kinase PAK6	Homo sapiens	Enzyme	Kinase	Protein Kinase	STE protein kinase group	STE protein kinase STE20 family	STE protein kinase PAKB subfamily		
CHEMBL3588737	Q9NQV7	Histone-lysine N-methyltransferase PRDM9	Homo sapiens	Epigenetic regulator	Writer	Protein methyltransferase	PR domain				
CHEMBL3588737	Q9NQV7	Histone-lysine N-methyltransferase PRDM9	Homo sapiens	Epigenetic regulator	Reader	Methyl-lysine/arginine binding protein	PWWP domain				
CHEMBL3782	Q9NQW7	Xaa-Pro aminopeptidase 1	Homo sapiens	Enzyme	Protease	Metallo protease	Metallo protease MG clan	Metallo protease M24B subfamily			
CHEMBL3399912	Q9NQZ5	StAR-related lipid transfer protein 7, mitochondrial	Homo sapiens	Unclassified protein							
CHEMBL1075115	Q9NR20	Dual specificity tyrosine-phosphorylation-regulated kinase 4	Homo sapiens	Enzyme							
CHEMBL2380189	Q9NR21	Poly [ADP-ribose] polymerase 11	Homo sapiens	Enzyme							
CHEMBL3108648	Q9NR22	Protein arginine N-methyltransferase 8	Homo sapiens	Epigenetic regulator	Writer	Protein methyltransferase	Protein arginine methyltransferase				
CHEMBL3588739	Q9NR48	Histone-lysine N-methyltransferase ASH1L	Homo sapiens	Epigenetic regulator	Writer	Protein methyltransferase	SET domain				
CHEMBL3588739	Q9NR48	Histone-lysine N-methyltransferase ASH1L	Homo sapiens	Epigenetic regulator	Reader	Bromodomain					
CHEMBL1293317	Q9NR56	Muscleblind-like protein 1	Homo sapiens	Unclassified protein							
CHEMBL2021754	Q9NR71	Neutral ceramidase	Homo sapiens	Enzyme							
CHEMBL2925	Q9NR82	Voltage-gated potassium channel subunit Kv7.5	Homo sapiens	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel				
CHEMBL2362996	Q9NR82	Voltage-gated potassium channel	Homo sapiens	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel				
CHEMBL2363063	Q9NR82	KCNQ (Kv7) potassium channel	Homo sapiens	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel				
CHEMBL5804	Q9NR96	Toll-like receptor 9	Homo sapiens	Membrane receptor	Toll-like and Il-1 receptors						
CHEMBL2111471	Q9NR96	Toll-like receptor (TLR7/TLR9)	Homo sapiens	Membrane receptor	Toll-like and Il-1 receptors						
CHEMBL5805	Q9NR97	Toll-like receptor 8	Homo sapiens	Membrane receptor	Toll-like and Il-1 receptors						
CHEMBL3137288	Q9NR97	TLR7 and TLR8	Homo sapiens	Membrane receptor	Toll-like and Il-1 receptors						
CHEMBL3023	Q9NRA0	Sphingosine kinase 2	Homo sapiens	Enzyme							
CHEMBL2163184	Q9NRC8	NAD-dependent protein deacetylase sirtuin-7	Homo sapiens	Epigenetic regulator	Eraser	Histone deacetylase	HDAC class III				
CHEMBL4707	Q9NRE1	Matrix metalloproteinase 26	Homo sapiens	Enzyme	Protease	Metallo protease	Metallo protease MAM clan	Metallo protease M10A subfamily			
CHEMBL2169716	Q9NRG4	N-lysine methyltransferase SMYD2	Homo sapiens	Epigenetic regulator	Writer	Protein methyltransferase	SET domain				
CHEMBL1908384	Q9NRH2	SNF-related serine/threonine-protein kinase	Homo sapiens	Enzyme							
CHEMBL2052034	Q9NRM0	Solute carrier family 2, facilitated glucose transporter member 9	Homo sapiens	Transporter	Electrochemical transporter	SLC superfamily of solute carriers	SLC02 family of hexose and sugar alcohol transporters				
CHEMBL5907	Q9NRM7	Serine/threonine-protein kinase LATS2	Homo sapiens	Enzyme	Kinase	Protein Kinase	AGC protein kinase group	AGC protein kinase NDR family			
CHEMBL3137295	Q9NRN7	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	Homo sapiens	Enzyme							
CHEMBL4312	Q9NRP7	Serine/threonine-protein kinase 36	Homo sapiens	Enzyme	Kinase	Protein Kinase	Other protein kinase group	Other protein kinase ULK family			
CHEMBL4955	Q9NRR2	Tryptase gamma	Homo sapiens	Enzyme	Protease	Serine protease	Serine protease PA clan	Serine protease S1A subfamily			
CHEMBL2095193	Q9NRR2	Tryptase	Homo sapiens	Enzyme	Protease	Serine protease	Serine protease PA clan	Serine protease S1A subfamily			
CHEMBL2331048	Q9NRS4	Transmembrane protease serine 4	Homo sapiens	Enzyme	Protease	Serine protease					
CHEMBL3924	Q9NRW4	Dual specificity phosphatase 22	Homo sapiens	Enzyme	Phosphatase	Protein Phosphatase	Serine/threonine/tyrosine protein phosphatase				
CHEMBL2363065	Q9NRX3	Mitochondrial complex I (NADH dehydrogenase)	Homo sapiens	Enzyme	Oxidoreductase						
CHEMBL2321633	Q9NS00	Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1	Homo sapiens	Unclassified protein							
CHEMBL2362996	Q9NS40	Voltage-gated potassium channel	Homo sapiens	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel				
CHEMBL4330	Q9NS75	Cysteinyl leukotriene receptor 2	Homo sapiens	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Lipid-like ligand receptor (family A GPCR)	Leukotriene receptor			
CHEMBL2094254	Q9NS75	Cysteinyl leukotriene receptor	Homo sapiens	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Lipid-like ligand receptor (family A GPCR)	Leukotriene receptor			
CHEMBL3351212	Q9NS86	LanC-like protein 2	Homo sapiens	Unclassified protein							
CHEMBL3632454	Q9NS87	Kinesin-like protein KIF15	Homo sapiens	Unclassified protein							
CHEMBL2073677	Q9NSA0	Solute carrier family 22 member 11	Homo sapiens	Transporter	Electrochemical transporter	SLC superfamily of solute carriers	SLC22 family of organic cation and anion transporters				
CHEMBL2362996	Q9NSA2	Voltage-gated potassium channel	Homo sapiens	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel				
CHEMBL4535	Q9NSD5	GABA transporter 2	Homo sapiens	Transporter	Electrochemical transporter	SLC superfamily of solute carriers	SLC06 neurotransmitter transporter family				
CHEMBL1628472	Q9NSD7	Relaxin-3 receptor 1	Homo sapiens	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Relaxin-like peptide receptor (family A GPCR)	Relaxin receptor			
CHEMBL3351192	Q9NSI6	Bromodomain and WD repeat-containing protein 1	Homo sapiens	Epigenetic regulator	Reader	Bromodomain					
CHEMBL3351192	Q9NSI6	Bromodomain and WD repeat-containing protein 1	Homo sapiens	Epigenetic regulator	Reader	Methyl-lysine/arginine binding protein	WDR domain				
CHEMBL4522	Q9NSY1	BMP-2-inducible protein kinase	Homo sapiens	Enzyme	Kinase	Protein Kinase	Other protein kinase group	Other protein kinase NAK family			
CHEMBL4461	Q9NTG7	NAD-dependent deacetylase sirtuin 3	Homo sapiens	Epigenetic regulator	Eraser	Histone deacetylase	HDAC class III				
CHEMBL1075138	Q9NUW8	Tyrosyl-DNA phosphodiesterase 1	Homo sapiens	Enzyme							
CHEMBL5908	Q9NUX5	Protection of telomeres protein 1	Homo sapiens	Unclassified protein							
CHEMBL3562175	Q9NVM4	Protein arginine N-methyltransferase 7	Homo sapiens	Epigenetic regulator	Writer	Protein methyltransferase	Protein arginine methyltransferase				
CHEMBL3271932	Q9NVS9	Pyridoxine-5'-phosphate oxidase	Homo sapiens	Enzyme							
CHEMBL2176769	Q9NWM0	Spermine oxidase	Homo sapiens	Enzyme							
CHEMBL2342	Q9NWM8	FK506 binding protein 14	Homo sapiens	Enzyme							
CHEMBL5909	Q9NWT6	Hypoxia-inducible factor 1-alpha inhibitor	Homo sapiens	Enzyme							
CHEMBL5910	Q9NWT8	Aurora kinase A-interacting protein	Homo sapiens	Unclassified protein							
CHEMBL3778	Q9NWZ3	Interleukin-1 receptor-associated kinase 4	Homo sapiens	Enzyme	Kinase	Protein Kinase	TKL protein kinase group	TKL protein kinase IRAK family			
CHEMBL2363065	Q9NX14	Mitochondrial complex I (NADH dehydrogenase)	Homo sapiens	Enzyme	Oxidoreductase						
CHEMBL2163183	Q9NXA8	NAD-dependent protein deacylase sirtuin-5, mitochondrial	Homo sapiens	Epigenetic regulator	Eraser	Histone deacetylase	HDAC class III				
CHEMBL5911	Q9NXB9	Elongation of very long chain fatty acids protein 2	Homo sapiens	Enzyme							
CHEMBL3047	Q9NXG6	Hypoxia-inducible factor prolyl 4-hydroxylase	Homo sapiens	Enzyme							
CHEMBL3638349	Q9NXS2	Glutaminyl-peptide cyclotransferase-like protein	Homo sapiens	Enzyme	Transferase						
CHEMBL4520	Q9NY33	Dipeptidyl peptidase III	Homo sapiens	Enzyme	Protease	Metallo protease	Metallo protease MAE clan	Metallo protease M49 family			
CHEMBL5163	Q9NY46	Sodium channel protein type III alpha subunit	Homo sapiens	Ion channel	Voltage-gated ion channel	Voltage-gated sodium channel					
CHEMBL2096682	Q9NY46	Sodium channel alpha subunits; brain (Types I, II, III)	Homo sapiens	Ion channel	Voltage-gated ion channel	Voltage-gated sodium channel					
