doc_id
PMID:15743197
PMID:18307293
PMID:18307293
PMID:20095623
PMID:19301821
PMID:17306548
PMID:17306548
PMID:28806076
PMID:29525433
PMID:11906291
PMID:11906291
PMID:10737749
PMID:12408713
PMID:16250647
PMID:16250647
PMID:27721147
PMID:27721147
PMID:27485602
PMID:27485602
PMID:18637670
PMID:18637670
PMID:19006671
PMID:19346133
PMID:22827545
PMID:21214204
PMID:21214204
PMID:16487705
PMID:16487705
PMID:16487705
PMID:28835798
PMID:8863790
PMID:18424135
PMID:15771421
PMID:8691424
PMID:28792759
PMID:28792759
PMID:28792759
PMID:11906291
PMID:19301821
PMID:17306548
PMID:19499950
PMID:19499950
PMID:11906291
PMID:10737749
PMID:16250647
PMID:18637670
PMID:23145215
PMID:16640329
PMID:19346133
PMID:22827545
PMID:21214204
PMID:16487705
PMID:18307293
PMID:18307293
PMID:15771421
PMID:15664822
PMID:24556147
PMID:25874336
PMID:20408530
PMID:20408530
PMID:19682912
PMID:15203160
PMID:28415011
PMID:20408530
PMID:28528302
PMID:15771421
PMID:18249548
PMID:18249548
PMID:18249548
PMID:18249548
PMID:16033270
PMID:16971117
PMID:10714510
PMID:18307293
PMID:18307293
PMID:24139167
PMID:24556147
PMID:24556147
PMID:24556147
PMID:20408530
PMID:20408530
PMID:23281824
PMID:19682912
PMID:19161279
PMID:20408530
PMID:15771421
PMID:15771421
PMID:16033270
PMID:16033270
PMID:16971117
PMID:21388809
PMID:21388809
PMID:21388809
PMID:11906291
PMID:11906291
PMID:21214204
PMID:19501513
PMID:19501513
PMID:19317449
PMID:19317449
PMID:19317449
PMID:15341491
PMID:15341491
PMID:18269230
PMID:18269230
PMID:15203160
PMID:22148921
PMID:12166943
PMID:12166943
PMID:23685887
PMID:23685887
PMID:17045477
PMID:18938084
PMID:11754583
PMID:11754583
PMID:19282184
PMID:19282184
PMID:15203160
PMID:11754583
PMID:24189496
PMID:24189496
PMID:24189496
PMID:19501513
PMID:19501513
PMID:19501513
PMID:19501513
PMID:19501513
PMID:27227326
PMID:21214204
PMID:15341491
PMID:11087559
PMID:11087559
PMID:23685887
PMID:17045477
PMID:17927167
PMID:18938084
PMID:19282184
PMID:19282184
PMID:11754583
