CHEMBL_ID_compound	canonical_smiles	CHEMBL_ID_protein	accession	L1	L2	L3	L4	L5	L6	L7	L8	year	binding_type	activity_id	pchembl_value	binding_binary	Subset
CHEMBL3087707	Nc1ncnc2c1nc(c3occc3)n2CCCO	CHEMBL256	P0DMS8	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				2013.0	allosteric	13834856	5.37	1	train
CHEMBL3087708	Cn1c(nc2c(NC(=O)Cc3ccccc3)ncnc12)c4occc4	CHEMBL256	P0DMS8	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				2013.0	allosteric	13834855	5.71	1	train
CHEMBL3087709	Cn1c(nc2c(NC(=O)c3ccc(cc3)c4ccccc4)ncnc12)c5occc5	CHEMBL256	P0DMS8	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				2013.0	allosteric	13834854	4.69	1	train
CHEMBL3087710	Cn1c(nc2c(NC(=O)C(c3ccccc3)c4ccccc4)ncnc12)c5occc5	CHEMBL256	P0DMS8	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				2013.0	allosteric	13834853	6.71	1	train
CHEMBL3087711	Cn1c(nc2c(NC(=O)Cc3ccc(OCc4ccccc4)cc3)ncnc12)c5occc5	CHEMBL256	P0DMS8	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				2013.0	allosteric	13834852	5.28	1	train
CHEMBL3087712	Cc1ccc(COc2ccc(CC(=O)Nc3ncnc4c3nc(c5occc5)n4C)cc2)cc1	CHEMBL256	P0DMS8	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				2013.0	allosteric	13834851	6.04	1	train
CHEMBL3087713	Cn1c(nc2c(NC(=O)Nc3ccccc3)ncnc12)c4occc4	CHEMBL256	P0DMS8	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				2013.0	allosteric	13834850	4.63	1	train
CHEMBL3087714	Cc1ccc(NC(=O)Nc2ncnc3c2nc(c4occc4)n3C)cc1	CHEMBL256	P0DMS8	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				2013.0	allosteric	13834849	4.42	1	train
CHEMBL382812	CNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1CN)n2cnc3c(NCc4cccc(I)c4)ncnc23	CHEMBL256	P0DMS8	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				2006.0	orthosteric	1710831	6.73	0	train
CHEMBL206085	CNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1NC(=O)N)n2cnc3c(NCc4cccc(I)c4)ncnc23	CHEMBL256	P0DMS8	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				2006.0	orthosteric	1710870	5.57	0	train
CHEMBL377071	CNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1N=[N+]=[N-])n2cnc3c(NCc4cccc(I)c4)ncnc23	CHEMBL256	P0DMS8	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				2006.0	orthosteric	1710869	6.73	0	train
CHEMBL207610	CC(=O)NC[C@@H]1[C@@H](CO)O[C@H]([C@@H]1O)n2cnc3c(NCc4cccc(I)c4)ncnc23	CHEMBL256	P0DMS8	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				2006.0	orthosteric	1710840	6.15	0	train
CHEMBL378069	COc1ccc(Cl)cc1CNc2ncnc3c2ncn3[C@@H]4O[C@H](CO)[C@@H](CN)[C@H]4O	CHEMBL256	P0DMS8	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				2006.0	orthosteric	1710838	6.15	0	train
CHEMBL208475	CNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1CN)n2cnc3c(NCc4cc(Cl)ccc4OC)ncnc23	CHEMBL256	P0DMS8	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				2006.0	orthosteric	1710837	6.23	0	train
CHEMBL382194	NC(=O)N[C@@H]1[C@@H](CO)O[C@H]([C@@H]1O)n2cnc3c(NCc4cccc(I)c4)ncnc23	CHEMBL256	P0DMS8	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				2006.0	orthosteric	1710836	6.66	0	train
CHEMBL377490	NC(=O)N[C@@H]1[C@@H](CO)O[C@H]([C@@H]1O)n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc23	CHEMBL256	P0DMS8	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				2006.0	orthosteric	1710835	6.7	0	train
CHEMBL2113221	O[C@@H]1[C@@H](CN=[N+]=[N-])S[C@H]([C@@H]1O)n2cnc3c(Nc4cccc(I)c4)ncnc23	CHEMBL256	P0DMS8	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				2006.0	orthosteric	1710834	6.64	0	train
CHEMBL326389	CCOC(=O)CNC(c1ccccc1)c2cc(Br)ccc2NC(=O)c3ccccc3	CHEMBL256	P0DMS8	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				2000.0	orthosteric	861949	5.51	0	train
CHEMBL114535	CCOC(=O)N1CCc2c(C1)sc(NC(=O)Cc3ccccc3)c2C(=O)OCC	CHEMBL256	P0DMS8	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				2000.0	orthosteric	855106	6.22	0	train
CHEMBL114643	COc1ccc(cc1)c2csc(NC3OC(=O)c4c(OC)c(OC)ccc34)n2	CHEMBL256	P0DMS8	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				2000.0	orthosteric	844887	5.89	0	train
CHEMBL391279	CNC(=O)[C@]12CN[C@H]([C@@H]1O)[C@@H](O2)n3cnc4c(N)ncnc34	CHEMBL256	P0DMS8	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				2007.0	orthosteric	1974154	6.77	0	train
CHEMBL235543	OC[C@]12CN[C@H]([C@@H]1O)[C@@H](O2)n3cnc4c(NCc5cccc(I)c5)ncnc34	CHEMBL256	P0DMS8	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				2007.0	orthosteric	1974153	8.09	0	train
CHEMBL391483	CNC(=O)[C@]12CN[C@H]([C@@H]1O)[C@@H](O2)n3cnc4c(NCc5cccc(I)c5)ncnc34	CHEMBL256	P0DMS8	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				2007.0	orthosteric	1974152	7.92	0	train
CHEMBL73237	CO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n2cnc3c(N)ncnc23	CHEMBL256	P0DMS8	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				2007.0	orthosteric	1974151	7.82	0	train
CHEMBL428377	CO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n2cnc3c(NCc4cccc(I)c4)ncnc23	CHEMBL256	P0DMS8	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				2007.0	orthosteric	1974150	8.77	0	train
CHEMBL235317	OC[C@]12CO[C@H]([C@@H]1O)[C@@H](O2)n3cnc4c(NCc5cccc(I)c5)ncnc34	CHEMBL256	P0DMS8	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				2007.0	orthosteric	1974149	6.82	0	train
CHEMBL337088	[I-].CCCCc1c(C(=O)SCC)c(CC)c(C(=O)OCC)c(c2ccccc2)[n+]1C	CHEMBL256	P0DMS8	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				1999.0	orthosteric	172141	6.36	0	train
CHEMBL336629	[I-].CCC[n+]1c(CC)c(C(=O)SCC)c(CC)c(C(=O)OCC)c1c2ccccc2	CHEMBL256	P0DMS8	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				1999.0	orthosteric	169786	5.87	0	train
CHEMBL274501	[I-].CCCOC(=O)c1c(CCSC(=O)C)c(C(=O)SCC)c(CC)[n+](C)c1c2ccccc2	CHEMBL256	P0DMS8	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				1999.0	orthosteric	168595	6.27	0	train
CHEMBL135569	[I-].CCCOC(=O)c1c(CCC)c(C(=O)SCC)c(CCOCc2ccccc2)[n+](C)c1c3ccccc3	CHEMBL256	P0DMS8	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				1999.0	orthosteric	162361	6.46	0	train
CHEMBL340552	[I-].CCOC(=O)c1c(CC)c(C(=O)SCC)c(C2CCC2)[n+](C)c1c3ccccc3	CHEMBL256	P0DMS8	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				1999.0	orthosteric	158739	5.85	0	train
CHEMBL335740	[I-].CCOC(=O)c1c(CC)c(C(=O)SCC)c(CC)[n+](C)c1C2CCCC2	CHEMBL256	P0DMS8	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				1999.0	orthosteric	158693	6.16	0	train
CHEMBL135323	[I-].CCOC(=O)c1c(CC)c(C(=O)SCC)c(CC)[n+](CC)c1c2ccccc2	CHEMBL256	P0DMS8	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				1999.0	orthosteric	151373	6.24	0	train
CHEMBL436180	[I-].CCOC(=O)c1c(CC)c(C(=O)SCC)c(CC)[n+](C)c1c2ccccc2	CHEMBL256	P0DMS8	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				1999.0	orthosteric	151316	6.66	0	train
CHEMBL337503	[I-].CCOC(=O)c1c(CCN2C(=O)c3ccccc3C2=O)c(C(=O)SCC)c(CC)[n+](C)c1c4ccccc4	CHEMBL256	P0DMS8	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				1999.0	orthosteric	147793	5.9	0	train
CHEMBL424079	[I-].CCCOC(=O)c1c(CCC)c(C(=O)SCCCF)c(CC)[n+](C)c1c2ccccc2	CHEMBL256	P0DMS8	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				1999.0	orthosteric	183426	6.33	0	train
CHEMBL277079	[I-].CCSC(=O)c1c(CC)c(C(=O)OCCF)c(c2ccccc2)[n+](C)c1CC	CHEMBL256	P0DMS8	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				1999.0	orthosteric	183423	6.44	0	train
CHEMBL135361	[I-].CCOC(=O)c1c(CC)c(C(=O)SCC)c(C)[n+](C)c1c2ccccc2	CHEMBL256	P0DMS8	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				1999.0	orthosteric	181883	6.42	0	train
CHEMBL135356	[I-].CCCOC(=O)c1c(CC)c(C(=O)SCC)c(CC)[n+](C)c1c2ccccc2	CHEMBL256	P0DMS8	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				1999.0	orthosteric	178261	6.32	0	train
CHEMBL3263692	Cc1ccccc1N2CCN(CC2)c3ccc(cc3NC(=O)c4coc(n4)C5CC5)C(=O)N[C@@H]6CCC[C@@H](O)[C@H]6O	CHEMBL2024	P23945	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Glycohormone receptor	Glycohormone receptor				2014.0	allosteric	14646011	4.28	1	test
CHEMBL3263691	Cc1ccccc1N2CCN(CC2)c3ccc(cc3NC(=O)c4coc(n4)C5CC5)C(=O)NCCCc6nn[nH]n6	CHEMBL2024	P23945	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Glycohormone receptor	Glycohormone receptor				2014.0	allosteric	14646010	4.05	1	test
CHEMBL3263689	Cc1ccccc1N2CCN(CC2)c3ccc(cc3NC(=O)c4occc4)C(=O)NCCCN5CCOC5=O	CHEMBL2024	P23945	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Glycohormone receptor	Glycohormone receptor				2014.0	allosteric	14646008	4.55	1	test
CHEMBL3263687	Cc1ccccc1N2CCN(CC2)c3ccc(cc3NC(=O)c4occc4)C(=O)NCCCC5CCOC5	CHEMBL2024	P23945	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Glycohormone receptor	Glycohormone receptor				2014.0	allosteric	14646006	4.06	1	test
CHEMBL3263685	Cc1ccccc1N2CCN(CC2)c3ccc(cc3NC(=O)c4occc4)C(=O)NCc5cccc(c5)C(=O)N	CHEMBL2024	P23945	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Glycohormone receptor	Glycohormone receptor				2014.0	allosteric	14646004	4.34	1	test
CHEMBL3263683	Cc1ccccc1N2CCN(CC2)c3ccc(cc3NC(=O)c4occc4)C(=O)NCCN5CCCC5=O	CHEMBL2024	P23945	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Glycohormone receptor	Glycohormone receptor				2014.0	allosteric	14646002	4.52	1	test
CHEMBL3263667	Cc1ccccc1N2CCN(CC2)c3ccc(cc3NC(=O)c4coc(n4)C5CC5)C(=O)NCCCN6CCCC6=O	CHEMBL2024	P23945	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Glycohormone receptor	Glycohormone receptor				2014.0	allosteric	14645995	4.0	1	test
CHEMBL3426801	CC1(C)CC(=O)C2=C(C1)OC3=C(C2c4ccc(OCc5ccccc5CO)cc4)C(=O)CC(C)(C)C3	CHEMBL233	P35372	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Opioid receptor				2015.0	allosteric	15247558	5.0	1	test
CHEMBL3426788	CC1(C)CC(=O)C2=C(C1)OC3=C(C2c4ccc(OCc5ccccc5)cc4)C(=O)CC(C)(C)C3	CHEMBL233	P35372	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Opioid receptor				2015.0	allosteric	15247507	5.22	1	test
CHEMBL3426789	Cc1ccccc1COc2ccc(cc2)C3C4=C(CC(C)(C)CC4=O)OC5=C3C(=O)CC(C)(C)C5	CHEMBL233	P35372	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Opioid receptor				2015.0	allosteric	15247505	5.59	1	test
CHEMBL3426790	Cc1cccc(COc2ccc(cc2)C3C4=C(CC(C)(C)CC4=O)OC5=C3C(=O)CC(C)(C)C5)c1	CHEMBL233	P35372	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Opioid receptor				2015.0	allosteric	15247503	5.52	1	test
CHEMBL3426800	CC1(C)CC(=O)C2=C(C1)OC3=C(C2c4ccc(OCc5ccccc5S(=O)(=O)C)cc4)C(=O)CC(C)(C)C3	CHEMBL233	P35372	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Opioid receptor				2015.0	allosteric	15247501	5.3	1	test
CHEMBL3426799	CC1(C)CC(=O)C2=C(C1)OC3=C(C2c4ccc(OCc5ccccc5OC(F)(F)F)cc4)C(=O)CC(C)(C)C3	CHEMBL233	P35372	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Opioid receptor				2015.0	allosteric	15247499	5.7	1	test
CHEMBL3426798	CC1(C)CC(=O)C2=C(C1)OC3=C(C2c4ccc(OCc5ccccc5OC(F)F)cc4)C(=O)CC(C)(C)C3	CHEMBL233	P35372	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Opioid receptor				2015.0	allosteric	15247497	5.52	1	test
CHEMBL3426794	CC1(C)CC(=O)C2=C(C1)OC3=C(C2c4ccc(OCc5ccc(F)cc5)cc4)C(=O)CC(C)(C)C3	CHEMBL233	P35372	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Opioid receptor				2015.0	allosteric	15247489	5.7	1	test
CHEMBL3426793	CC1(C)CC(=O)C2=C(C1)OC3=C(C2c4ccc(OCc5cccc(F)c5)cc4)C(=O)CC(C)(C)C3	CHEMBL233	P35372	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Opioid receptor				2015.0	allosteric	15247487	5.15	1	test
CHEMBL3426792	CC1(C)CC(=O)C2=C(C1)OC3=C(C2c4ccc(OCc5ccccc5F)cc4)C(=O)CC(C)(C)C3	CHEMBL233	P35372	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Opioid receptor				2015.0	allosteric	15247485	5.3	1	test
CHEMBL3426791	Cc1ccc(COc2ccc(cc2)C3C4=C(CC(C)(C)CC4=O)OC5=C3C(=O)CC(C)(C)C5)cc1	CHEMBL233	P35372	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Opioid receptor				2015.0	allosteric	15247483	5.4	1	test
CHEMBL2387196	CCC1C(=O)N(C2CCN(CC2)[C@@H]3CC[C@@H](CC3)C(C)C)c4ccccc14	CHEMBL233	P35372	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Opioid receptor				2013.0	orthosteric	13330514	8.97	0	train
CHEMBL2387192	CC(N1CCC(CC1)N2C(=O)Cc3ccccc23)c4ccccc4	CHEMBL233	P35372	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Opioid receptor				2013.0	orthosteric	13330512	8.63	0	train
CHEMBL2387191	CC(C1CCCCC1)N2CCC(CC2)N3C(=O)Cc4ccccc34	CHEMBL233	P35372	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Opioid receptor				2013.0	orthosteric	13330510	8.46	0	train
CHEMBL2387194	CC(C)[C@@H]1CC[C@@H](CC1)N2CCC(CC2)N3C(=O)C(C)c4ccccc34	CHEMBL233	P35372	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Opioid receptor				2013.0	orthosteric	13330509	8.44	0	train
CHEMBL2387188	CCC[C@@H]1CC[C@@H](CC1)N2CCC(CC2)N3C(=O)Cc4ccccc34	CHEMBL233	P35372	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Opioid receptor				2013.0	orthosteric	13330505	8.27	0	train
CHEMBL2387198	CC(C)C1CCC(CC1)N2CCC(CC2)N3C(=O)CCc4ccccc34	CHEMBL233	P35372	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Opioid receptor				2013.0	orthosteric	13330501	8.12	0	train
CHEMBL2387187	CC(C)C1CCC(CC1)N2CCC(CC2)N3C(=O)Cc4ccccc34	CHEMBL233	P35372	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Opioid receptor				2013.0	orthosteric	13330499	8.1	0	train
CHEMBL2387195	CC1C(=O)N(C2CCN(CC2)C3CCCCCCC3)c4ccccc14	CHEMBL233	P35372	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Opioid receptor				2013.0	orthosteric	13330495	7.98	0	train
CHEMBL2387189	CCC(C)(C)[C@@H]1CC[C@@H](CC1)N2CCC(CC2)N3C(=O)Cc4ccccc34	CHEMBL233	P35372	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Opioid receptor				2013.0	orthosteric	13330491	7.79	0	train
CHEMBL2387197	CCC1C(=O)N(C2CCN(CC2)C3CCCCCCC3)c4ccccc14	CHEMBL233	P35372	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Opioid receptor				2013.0	orthosteric	13330490	7.79	0	train
CHEMBL2387200	CC1CC(=O)N(C2CCN(CC2)C3CCCCCCC3)c4ccccc14	CHEMBL233	P35372	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Opioid receptor				2013.0	orthosteric	13330486	7.63	0	train
CHEMBL2387199	O=C1CCc2ccccc2N1C3CCN(CC3)C4CCCCCCC4	CHEMBL233	P35372	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Opioid receptor				2013.0	orthosteric	13330466	7.33	0	train
CHEMBL2387193	O=C1Cc2ccccc2N1C3CCN(CC3)C4CC[C@H]5CCCc6cccc4c56	CHEMBL233	P35372	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Opioid receptor				2013.0	orthosteric	13330459	7.1	0	train
CHEMBL2387190	O=C1Cc2ccccc2N1C3CCN(CC4CCCCC4)CC3	CHEMBL233	P35372	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Opioid receptor				2013.0	orthosteric	13330435	6.27	0	train
CHEMBL1808384	C[C@@]1([C@@H]2CN(CCCc3ccccc3)C[C@H]12)c4cccc(NS(=O)(=O)C)c4	CHEMBL233	P35372	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Opioid receptor				2011.0	orthosteric	6294919	8.32	0	train
CHEMBL1808383	CS(=O)(=O)Nc1cccc(c1)[C@H]2[C@@H]3CN(CCCc4ccccc4)C[C@H]23	CHEMBL233	P35372	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Opioid receptor				2011.0	orthosteric	6294915	6.77	0	train
CHEMBL515842	Oc1cccc2c1O[C@@H]3CC[C@H]4C[C@@]23CCN4CCc5ccccc5	CHEMBL233	P35372	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Opioid receptor				2011.0	orthosteric	6295564	7.31	0	train
CHEMBL1808304	Oc1cccc2c1O[C@H]3CC[C@@H]4C[C@]23CCN4CCc5ccccc5	CHEMBL233	P35372	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Opioid receptor				2011.0	orthosteric	6295563	6.42	0	train
CHEMBL515681	Oc1ccc2O[C@@H]3CC[C@H]4C[C@@]3(CCN4CCc5ccccc5)c2c1	CHEMBL233	P35372	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Opioid receptor				2011.0	orthosteric	6295562	6.45	0	train
CHEMBL1808303	Oc1ccc2O[C@H]3CC[C@@H]4C[C@]3(CCN4CCc5ccccc5)c2c1	CHEMBL233	P35372	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Opioid receptor				2011.0	orthosteric	6295561	6.6	0	train
CHEMBL1808302	Oc1ccc2O[C@@H]3CC[C@@H]4C[C@]3(CCN4CCc5ccccc5)c2c1	CHEMBL233	P35372	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Opioid receptor				2011.0	orthosteric	6295560	6.31	0	train
CHEMBL1808300	Oc1cccc2c1O[C@@H]3CC[C@@H]4C[C@]23CCN4CCc5ccccc5	CHEMBL233	P35372	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Opioid receptor				2011.0	orthosteric	6295559	6.78	0	train
CHEMBL1951705	CN1CC2(OCCO2)[C@@]3(CCC[C@H]1C3)c4cccc(O)c4	CHEMBL233	P35372	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Opioid receptor				2012.0	orthosteric	8034287	7.66	0	train
